title,company,location,meta,description,url
Data Scientist,SRK Consulting,"Exeter, CA",,"College of Engineering, Mathematics & Physical Sciences

This is a rare and exciting opportunity to join an industry-leading Data Science project as the KTP Associate on a Knowledge Transfer Partnership between the University of Exeter and SRK Exploration.

The post is available immediately, on a 2-year fixed term basis. It includes a £4K training budget and 10% of your working time dedicated to personal development. The successful candidate will be employed by the University of Exeter and will be based at the company premises in Cardiff.

This project aims to utilise data science capabilities to improve strategic decision making during mineral prospecting. The Data Scientist will be working alongside the Principal Geologist and technical support staff within SRK Exploration and wider across SRK`s global practices, which provides a range of technical services to the mineral exploration and mining industries. More information about SRK can be found at: https://www.srkexploration.com/en.

The role of the Data Scientist will be to lead this strategic project, working alongside SRK and leading academics at the University of Exeter to develop and embed innovative data models to revolutionise mineral exploration methods. The successful applicant will develop both industrial and research skills for their future career, utilising the skills and knowledge of company supervisors, as well as benefitting from continuous academic support.",http://www.indeed.com/rc/clk?jk=90f43b31be59f8a1&fccid=dc67634d45dfa982&vjs=3
Junior Data Scientist,Hitachi Solutions,"Chicago, IL",,"Company Description

Hitachi Solutions is a core IT Company of the Hitachi Group, which employs over 330,000 people worldwide. Headquartered in Tokyo, Japan, Hitachi Solutions' reach extends to group companies in Japan and abroad, working with a worldwide network of alliance partners. Through systems integration, we strive to provide ideal solutions and products to customers in a diverse set of countries and regions including Asia, North America and Europe. Using a portfolio of management consulting, implementation, and support services, we help our clients compete with the largest global enterprises leveraging powerful, affordable, and easy to use industry solutions built on Microsoft technologies. Our vision is to help you achieve your vision through superior products, prices, and people.

Job Description

Are you looking to work at the forefront of artificial intelligence and machine learning? We have a significant data analytics and management presence across many industries. With that footprint comes massive amounts of data that can inform us about markets and ways to improve our client business practices.
This position will be part of the Data Science and Machine Learning team and will bring strong quantitative skills to our data science capabilities. You work in a multidisciplinary team exploring, connecting and mining internal data sources and will develop data models using algorithms for pattern detection and forecasting. In this position you will be managing projects that use advanced analytics techniques, such as optimization, forecasting, machine learning, predictive analytics, and statistical analysis, to develop solutions that help deliver significant value to a variety of our partners and clients.
You will be exposed to a wide spectrum of high visibility projects ranging from sales effectiveness, competitive intelligence, fraud detection, time series forecasting, operational efficiency, sourcing and procurement, supply-chain optimization and financial analysis.
Why is this role important for our company’s work?
Quite simply, our clients and engineers need you. You’ll provide a fresh perspective to our industry experts who have 10-20 years of experience. You’ll come with a hungry mindset that is collaborative and helpful.
With your perspective, we’ll transform existing practices to think differently about innovation, will optimize existing processes and systems in the organization, and will think high-level about business impact to the greater world.
Once you’re here…
You'll have full access to our reference architecture. Our services methodology is built on reusable technology components, patterns, and processes that have been refined and proven on thousands of production solutions. You’ll learn to develop complex data architectures, solve for real-time data needs of large businesses, and navigate the changing landscape of the Azure stack.
You will collaborate regularly with our experts, work across numerous industries, clients, and technologies. You will learn something new every day and begin adding value to our team almost immediately. We have our flagship Launch Program to get you up to speed as quickly as possible.
You will partner with clients across several key industries including Healthcare, Manufacturing and Industrial Products, Financial Services, Professional Services, Engineering and High Technology, Retail and more.
Responsibilities:

Develop and code models by applying algorithms to large structured as well as unstructured data sets for our more complex projects. Develop visualization products to share analysis across a large group of business users.Design strategies and propose algorithms to analyze and leverage data from existing as well as new data sources.Continuously seek out industry best practices and develop skills to create new capabilities for data analytics at clients to improve business decisions.Network with business stakeholders to develop a pipeline of data science projects aligned with business strategies. Translate complex and ambiguous business problems into project charters clearly identifying technical risks and project scope.Participate on cross-disciplinary project team of database specialists, data scientists, and business subject-matter experts to complete project deliverables.

Qualifications
Bachelor's degree from an accredited college/university in Computer Science, Computational Linguistics, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research or related fields.(Preferred) Master's degree in data science, applied mathematics, or bioinformatics.Knowledge of various modeling algorithms e.g. Linear, GLMs, trees based models, neural networks, clustering, PCA, and time series models.
Additional Information

Beyond the tech, you'll benefit from dollar for dollar 401(k) matching (up to 6% of your salary), ongoing structured learning opportunities, subsidized healthcare, vision, and dental plans (amongst others), a fully stocked snack, coffee, and drink bar, and a laid-back team looking to disrupt the status quo.",http://www.indeed.com/rc/clk?jk=293b0e11a02a0456&fccid=28f79c18789111e8&vjs=3
"Data Scientist, New Graduate (2020)",Duolingo,"Pittsburgh, PA",,"Support data-driven product decisions that impact the lives of millions everyday.

Data is the bread-and-butter of Duolingo. Join our team of data scientists and use our database of rich user data to generate insights to guide product development for 300 million learners worldwide. You will learn deeply and broadly from an experienced team of award-winning engineers, designers, researchers, and analysts. We are passionate about educating our users, making fact-based decisions, and finding elegant solutions to complex problems. While we take our mission to heart, we don't take ourselves too seriously; we are creative, and we have fun at work everyday. If this sounds like you, then come help us build the next-generation learning company!

Responsibilities:

Derive insights from data to influence product roadmaps and drive business results
Lead product experiments to create and optimize user experiences
Apply advanced statistical methods to model user behavior
Problem-solve with product development teams through data analysis
Own dashboards, reports, and forecasts
Ensure the quality of our tracking and data
Help preserve our culture of fact-based decision making as we scale

Requirements:

Strong understanding of consumer digital products
Pursuing a BS or MS degree in a quantitative field (e.g.: statistics, economics, computer science)
Graduation expected in 2021 (or sooner)
Previous experience analyzing large datasets and communicating results
Skilled in SQL, R, Python, and/or statistical methods to analyze behavioral data
Excellent presentation and communication skills
Able to relocate to Pittsburgh, PA

Exceptional Candidates:

Experience with ""big data"" technologies like Redshift, Hadoop, Hive, BigQuery
Experience articulating business questions and using available data to find answers that translate into product recommendations
Demonstrated self-direction, with a desire both to learn new techniques and teach others
Programming experience in Java or Scala a plus

",http://www.indeed.com/rc/clk?jk=17b2ffc9315d7dc4&fccid=1d7146bd38091a7a&vjs=3
AI Senior Data Scientist,"Anthem, Inc.",United States,,"Your Talent. Our Vision. At Anthem, Inc., it’s a powerful combination, and the foundation upon which we’re creating greater access to care for our members, greater value for our customers, and greater health for our communities. Join us and together we will drive the future of health care.

This is an exceptional opportunity to do innovative work that means more to you and those we serve at one of America's leading health benefits companies and a Fortune Top 50 Company.

We are an AI team working in the health space in the digital health industry. Our team is based in Palo Alto and we are looking for a highly skilled Data Scientist, Bachelor's Degree (required) Ph.D. or Master’s Degree (plus not required) in computer science / operations research / applied statistics / data mining / machine learning / physics or a related quantitative discipline.

Proficient or learning to be proficient:Statistical and predictive modeling conceptsMachine-learning approaches, clustering and classification techniquesRecommendation and optimization algorithmsSome exposure inDigital Health (plus not required)Genomics (plus not required)Highly organized, detail-oriented and possessing a high level of integrity.Team player that works well in collaborative situations and start-up environments.We highly value track record in delivering projects and work being currently used in any live projects.Anthem, Inc. is ranked as one of America’s Most Admired Companies among health insurers by Fortune magazine and is a 2018 DiversityInc magazine Top 50 Company for Diversity. To learn more about our company and apply, please visit us at careers.antheminc.com. An Equal Opportunity Employer/Disability/Veteran",http://www.indeed.com/rc/clk?jk=e4524a1a399e0b4e&fccid=2a4da7fa99f4b9ae&vjs=3
Data Scientist,Paylocity,Remote,,"As a Data Scientist, you will help Paylocity discover the information hidden in vast amounts of data, to help our customers make smarter human capital decisions that drive organizational success. Your primary focus will be to apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement.
Are you the teammate we are looking for?

Who you are:
Enthusiastic about advanced analytics and how predictive insights lead to a superior customer experience
Invested in staying current in data science by applying new technologies and practices
Able to work in a collaborative environment with a desire to share your ideas
Able to work independently on modules and complete tasks with high quality, but unafraid to seek out suggestions from other team members

Excited to work on cutting-edge technology! How we work:
Small, self-sufficient product-oriented teams with an entrepreneurial spirit organized into categories
Dedicated Tech Operations experts committed to cutting-edge infrastructure and developer tools
We don't add more folks to our teams, we add additional teams to scale
Casual, collaborative, agile environment which embraces and operates under our shared principles
Complete transparency with open, honest discussions about our progress
Close working relationship between executive stakeholders and product teams What we offer:

Lean enabling process that focuses on putting our product teams in the best position to succeed
A commitment to investing in our products, hiring the best talent, and giving them the chance to meaningfully contribute to a vast market opportunity
A subscription to an Online Training forum for all technology colleagues. Required Experience:

5-7 years of relevant experience or equivalent combination of experience and education.
Bachelor's degree in computer science, engineering, technology or related field or equivalent experience - master's degree in data science a plus
Excellent and proven understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Python, etc. Excellence in at least one of these is highly desirable
Great communication skills
Intellectual Curiosity
Data-oriented personality
Domain knowledge of the Human Capital Management industry preferred
Experience with data visualization tools

During the last three months, you would have:
Selected features, built and optimized classifiers using machine learning techniques
Data mined using state-of-the-art methods
Extended company's data with third party sources of information when needed
Enhanced data collection procedures to include information that is relevant for building analytic systems
Processed, cleansed, and verified the integrity of data used for analysis
Continual monitoring of existing models and ensure accurate representation is presented, adjust when needed
Conducted ad-hoc analysis and presented results in a clear manner
Created automated anomaly detection systems and tracking of its performance
Worked closely with full stack .net engineers in an agile product development environment",http://www.indeed.com/rc/clk?jk=b81eebc3c616a757&fccid=761110cb1eadb0d9&vjs=3
Data Scientist,National Security Agency,"Fort Meade, MD",,"Job Summary
NSA is in search of Computer Science professionals to solve complex problems, test innovative approaches and research new solutions to storing, manipulating, and presenting information. We are looking for you to apply your computer science expertise to projects that seek to create new standards for the transformation of information. If you want to develop technologies and tools and be a part of cutting edge innovations ' join our team of experts! Help protect national security interests as part of the world's most advanced team of computer science professionals!
Qualifications
Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, and computer science topics that pertain to data science work. Passing this examination is a requirement in order to be considered for selection into a data scientist position.
Salary Range: $72,351 - $90,157 (Entry/Developmental)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree and no experience. An Associate's degree plus 2 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, and life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, and/or software engineering. Experience in more than one area is strongly preferred.
Salary Range: $83,692 - $112,240 (Full Performance)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience or a Doctoral degree and no experience. An Associate's degree plus 5 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, and life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering.
Salary Range: $102,663 - $157,709 (Senior)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree plus 6 years of relevant experience or a Master's degree plus 4 years of relevant experience or a Doctoral degree plus 2 years of relevant experience. An Associate's degree plus 8 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g., physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering.
Salary Range: $142,701 - $170,800 (Expert)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree plus 9 years of relevant experience or a Master's degree plus 7 years of relevant experience or a Doctoral degree plus 5 years of relevant experience. An Associate's degree plus 11 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g., physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering.
Competencies
The ideal candidate is someone with a desire for continual learning and strong problem-solving, analytic and interpersonal skills. You might be a great fit for our team if any of the following describe you:
- Completed a degree program in the fields of mathematics, statistics, computer science, computational sciences, or a passion for rigorous analysis of data
- Tenacity, integrity, persistence, and willingness to learn
- Ability to solve complex problems
- Use critical thinking and reasoning to make analytic determinations
- Works effectively in a collaborative environment
- Strong communications skills to both technical and non-technical audiences
- The desire to serve over 300 million fellow Americans and make a difference in world events
Pay, Benefits, & Work Schedule
On the job training, internal NSA courses, and external training will be made available based on the need and experience of the selectee.
Monday - Friday, with basic 8 hr/day requirements between 0800 to 1800 (flexible)
How to apply
To apply for this position, please click the 'Apply' button located at the top right of this posting. After completing the application for the first time, or reviewing previously entered information, and clicking the 'Submit' button, you will receive a confirmation email. Please ensure your spam filters are configured to accept emails from noreply@intelligencecareers.gov.
***PLEASE NOTE: U.S. Citizenship is required for all applicants. Reasonable accommodations provided to applicants with disabilities during the application and hiring process where appropriate. NSA is an equal opportunity employer and abides by applicable employment laws and regulations. All applicants and employees are subject to random drug testing in accordance with Executive Order 12564. Employment is contingent upon successful completion of a security background investigation and polygraph.
This position is a Defense Civilian Intelligence Personnel System (DCIPS) position in the Excepted Service under 10 U.S.C. 1601. DoD Components with DCIPS positions apply Veterans' Preference to eligible candidates as defined by Section 2108 of Title 5 USC, in accordance with the procedures provided in DoD Instruction 1400.25, Volume 2005, DCIPS Employment and Placement. If you are a veteran claiming veterans' preference, as defined by Section 2108 of Title 5 U.S.C., you may be asked to submit documents verifying your eligibility.
Please note that you may be asked a series of questions depending on the position you apply for. Your responses will be used as part of the screening process of your application and will assist in determining your eligibility for the position. Be sure to elaborate on experiences in your resume. Failure to provide the required information or providing inaccurate information will result in your application not being considered for this position. Only those applicants who meet the qualifications for the position will be contacted to begin employment processing.
Please Note: Job Posting could close earlier than the closing date due to sufficient number of applicants or position no longer available. We encourage you to apply as soon as possible.
DCIPS Disclaimer
The National Security Agency (NSA) is part of the DoD Intelligence Community Defense Civilian Intelligence Personnel System (DCIPS). All positions in the NSA are in the Excepted Services under 10 United States Codes (USC) 1601 appointment authority.
arrow_upwardBack to Top",http://www.indeed.com/rc/clk?jk=b29d8fb440dbb336&fccid=e8f18ca6180ec8da&vjs=3
Junior Data Scientist,ANALYTOS,United States,,"Junior Data Scientist
You will collaborate with the brightest technical minds in building futuristic products, researching groundbreaking concepts, and influencing new ideas to transform retail. If you want to make meaningful contributions and reinvent the retail space that will impact millions of guests, Target is for you.

About This Opportunity: Responsible for the development of high performance, distributed computing tasks using Big Data technologies such as Hadoop, NoSQL, text mining and other distributed environment technologies based on the needs of the organization. Designs and drives the creation of new standards and best practices in the use of statistical data modeling, big data and optimization tools.

» Deploy data-science and technology based algorithmic solutions to address business needs for our customers » Utilize recommender systems, collaborative filtering techniques, propensity modeling to drive our customer's business priorities
Qualifications: Msc - Statistics / Math or PhD in any stream
Experience : 0 to 2 years

Requirements
» Experience / Strong Knowledge of Regression/Linear Analysis
» Familiarity with any of Deep Learning, Distributed RF, Generalized Linear Model,K-Mean and naive Bayes
» Familiarity with designing algorithms on Hadoop ecosystem
» Experience / Strong Knowledge with recommendation systems
» A strong passion for empirical research and for answering hard questions with data
» Excellent written and verbal communication skills
For applying for these positions email your resume on careers@analytos.com",http://www.indeed.com/rc/clk?jk=0919a85a0b617a3e&fccid=9a4f13cfc6042a6a&vjs=3
Intern: Data Scientist,AstraZeneca Pharmaceuticals Inc,"Gaithersburg, MD 20878",,"What are the objectives/goals of the position?
Create IT solutions with existing systems to enable extractraction and analysis of Quality and/or Product data
What are the primary duties of this position?
Engage with Quality Leaders and IT peers to develop IT system interfaces and data analytic tools.

What technical skills are required?
 IT and IS skills including work with validated systems, data bases, excel and coding
To participate in the AstraZeneca MedImmune Intern Program
Students must meet the following eligibility criteria:
 Legal authorization to work in the U.S.
Enrollment in a full-time undergraduate or graduate program, returning to the academic program following AstraZeneca MedImmune assignment
Minimum grade point average of 3.0 preferred
At least 18 years of age prior to the scheduled start date
Completed second year at the undergraduate level
Proficiency with Excel and PowerPoint required
Competitive wages",http://www.indeed.com/rc/clk?jk=6a54985f8f8d47bb&fccid=003656df63cede32&vjs=3
Data Scientist,Softvision - North America,"Oakland, CA",,"WE ARE A TRANSFORMATIONAL PARTNER
We marry design and engineering language in ways that produce impactful and memorable experience journeys. We partner all the way to continuously improve our clients’ digital maturity. Our Studio network brings the optimal combination of skill, scale, and cost for each stage of the product development lifecycle. And to do this, we need great transformational people that want to impact the projects and organizations that they work with.

We are looking for an exceptional Data Scientist to work with our cross-functional team and join our world-class community of talented experts.

Responsibilities


Make recommendations regarding the collection, extraction, and transformation of large data sets
Interpret data and analyze results
Translate analytical insights into clear recommendations; identify trends and patterns to inform business decisions and product design
Leverage Python to analyze complex data
Design and develop customized interactive reports and dashboards in Tableau; schedule in Tableau Server
Define and develop a data migration strategy between different products and platforms
Develop creative ways to identify and use data that significantly impact key business metrics
Assess the potential usefulness and validity of new data sources
Utilize statistical approaches to build predictive models
Mentor other team members/ analysts to grow their skills and careers

Required Skills:

B.S. in Computer Science, Statistics, Mathematics, or Engineering or equivalent work experience
Must have 5+ years of experience and proven track record in solving business problems through fact-based and scientific analytics
Advanced knowledge of statistical programming language Python
Experience in predictive models, predictive analysis and data modeling
Extensive experience developing Tableau reports
A clear understanding of logical and physical database design and data
Strong database skills (MySQL, SQL Server) and ability to write, optimize and tune complex SQL scripts
Deep understanding of statistics and algorithms

We are a thriving Community of top technology talent that is globally connected. We Engage, Make, Run and Evolve the technology that makes many brands that you know and love. So let’s take this journey together. No matter where you are on your digital career roadmap, we can help you grow and have fun doing it.

At this time, Softvision LLC will not sponsor a new applicant for employment authorization for this position. Relocation assistance is available. Softvision LLC is an Equal Opportunity Employer. No 3rd Party Agency Candidates, please.",http://www.indeed.com/rc/clk?jk=0847afa6185fdbce&fccid=fdecc94562ee0d71&vjs=3
Data Scientist,EagleView,"Bellevue, WA 98004",,"We are looking for talented Data Scientists to join the Data Science & Machine Learning team. You are a talented data scientist that is tired of applying basic statistical tools to yet another set of KPI’s. You are passionate about deriving creative solutions from imagery using cutting edge computer vision techniques and big data pipelines in the cloud. You are excited about the analytical potential and challenges associated with processing petabytes of time-series imagery. You are intrigued by being a part of a collaborative team, spearheading machine learning applications for realizing industry-disrupting and innovative products.

Primary Responsibilities

Work with a close team of data scientists, engineers, and software developers to build and deploy cloud-based, machine learning algorithms applied to petabytes of aerial imagery
Apply, develop, and test new machine learning and neural network algorithms
Aggregate, clean, and organize data for machine learning applications
Process geospatial raster and vector data using Python and OpenCV-like libraries
Research and experiment with new technologies that can improve algorithm applications

Python
Experience with Amazon AWS S3 and EC2, or comparable cloud processing
Linux-based command line environments
SQL knowledge
Proven experience with applying Convolutional Neural Networks & other machine learning techniques to a real-world problem
Ability to work independently & excellent communication skills
Minimum BS in computer science, engineering or related field or equivalent work experience

EagleView® offers competitive pay and robust benefit plans along with the opportunity to grow your career in a fast-paced, fun and casual environment.

EagleView and its subsidiaries are committed to leveraging the talent of a diverse workforce to create great opportunities for our business and our people. EOE/AA. Minority/Female/Disability/Veteran.",http://www.indeed.com/rc/clk?jk=54ea9fe75fa637d2&fccid=3f11836ada2d0e87&vjs=3
Data Scientist,Crowe,"Chicago, IL 60606",,"Company Overview:
Your Journey at Crowe Starts Here:
At Crowe, you have the opportunity to deliver innovative solutions to today’s complex business issues. Crowe’s accounting, consulting, and technology personnel are widely recognized for their in-depth expertise and understanding of sophisticated process frameworks and enabling technologies, along with their commitment to delivering measurable results that help clients build business value. Our focus on emerging technology solutions along with our commitment to internal career growth and exceptional client value has resulted in a firm that is routinely recognized as a “Best Place to Work.” We are 75 years strong and still growing. Come grow with us!
Position Summary:
About Crowe Data Science

Everything we do is about making the future of human work more purposeful. We do this by leveraging state-of-the-art machine learning, modern architectures, and industry experts, to create AI-powered software-as-a-service.

Our world-class Data Science professionals give Crowe the ability to capture and harness the power of data. A combination of data scientists and machine learning engineers create and deploy AI functionality into software to solve complex problems. This type of group, rarely seen anywhere except large tech companies, focuses on building scalable AI products, not just one-time insights. You will learn and build on a wide range of technologies – distinguishing Crowe in the market and driving the firm’s technology and innovation strategy.

The future is powered by AI, come build it with us.

About the Team
We believe machine learning is software. While we know our way around Jupyter notebooks and ggplot2, they are not the end of our machine learning pipelines. Our team uses modern frameworks and tools (git, Docker, Kubernetes) to engineer machine learning solutions.
We foster good science. You are given the time and resources you need to build your expertise in your project, and you will guide fellow data scientists and other Crowe staff through your work.
We want to make good scientists better. Data scientists have plenty of options on the job market. We want to be one of the best ones. We have a journal club that meets weekly, regular opportunities for team members to teach each other, support for conferences, and recurring reading groups. Moreover, our team offers generous PTO, a flexible work from home policy, and a strong commitment to work-life balance. Company-wide, Crowe routinely wins awards for our support of our staff, including our Fortune 100 Best Companies to Work for in 2019.
About the Role
We work on medium-term machine learning projects (4-8 months) with a high degree of autonomy.
We are not external facing. We harness the subject matter expertise of other Crowe teams to build machine learning products.
We write and review code for training, testing, and deploying machine learning models.
Qualifications:
Programming experience. Your job will require you to code - we write Python and R, so experience in these languages is preferred.
Machine learning experience. You enjoy machine learning. You've gone deeper than reading blog posts, ideally having several example machine learning projects you can speak to within industry, academia, or your free time.
Capacity for autonomy. You won't have to hit the ground running on day one, but you will have to manage your time between research, model development, and model deployment.
Strong communication skills. You can both dive deep in machine learning and explain concepts to a non-technical audience.
Preferred Skills
Hackiness. You like to code and have interest in learning new technologies. Using git and Docker as regular parts of your workflow sounds exciting.
Curiosity about machine learning. You want to stay fresh in machine learning. You aren't afraid to take a stab at deep learning papers before they become blog posts (even if you don't have experience in it quite yet).

Our Benefits:
At Crowe, we know that great people is what makes a great firm. We value our people and offer employees a comprehensive benefits package.
Learn more about what working at Crowe can mean for you.

How You Can Grow:
We will nurture your talent in an inclusive culture that values diversity. You will have the chance to meet on a consistent basis with your Career Coach that will guide you in your career goals and aspirations. Learn more about where talent can prosper.
More about Crowe:
Crowe (www.crowe.com) is one of the largest public accounting, consulting and technology firms in the United States. Crowe uses its deep industry expertise to provide audit services to public and private entities while also helping clients reach their goals with tax, advisory, risk and performance services. Crowe is recognized by many organizations as one of the country's best places to work. Crowe serves clients worldwide as an independent member of Crowe Global, one of the largest global accounting networks in the world. The network consists of more than 200 independent accounting and advisory services firms in more than 130 countries around the world.",http://www.indeed.com/rc/clk?jk=6553afe835c5bb9f&fccid=994b5c764776123e&vjs=3
