title,company,location,meta,description,url
Data Engineer - 70182BR,AETNA,"Hartford, CT 06156",,"Description:

Participates in the design, build and management of large scale data structures and pipelines and efficient Extract/Load/Transform (ETL) workflows.
70182

Fundamental Components:

Assists in the development of large scale data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs. Applies understanding of key business drivers to accomplish own work. Uses expertise, judgment and precedents to contribute to the resolution of moderately complex problems. Leads portions of initiatives of limited scope, with guidance and direction. Writes ETL (Extract / Transform / Load) processes, designs database systems and develops tools for real-time and offline analytic processing. Collaborates with client team to transform data and integrate algorithms and models into automated processes. Uses knowledge in Hadoop architecture, HDFS commands and experience designing & optimizing queries to build data pipelines. Uses programming skills in Python, Java or any of the major languages to build robust data pipelines and dynamic systems. Builds data marts and data models to support clients and other internal customers. Integrates data from a variety of sources, assuring that they adhere to data quality and accessibility standards.

Background Experience:

Strong problem solving skills and critical thinking ability.Strong collaboration and communication skills within and across teams.3 or more years of progressively complex related experience.Ability to leverage multiple tools and programming languages to analyze and manipulate data sets from disparate data sources.Ability to understand complex systems and solve challenging analytical problems.Experience with bash shell scripts, UNIX utilities & UNIX Commands.Knowledge in Java, Python, Hive, Cassandra, Pig, MySQL or NoSQL or similar.Knowledge in Hadoop architecture, HDFS commands and experience designing & optimizing queries against data in the HDFS environment.Experience building data transformation and processing solutions.Has strong knowledge of large scale search applications and building high volume data pipelines. Master’s degree or PhD preferred.Bachelor's degree or equivalent work experience in Computer Science, Engineering, Machine Learning, or related discipline.

Potential Telework Position:

No

Percent of Travel Required:

0 - 10%

EEO Statement:

Aetna is an Equal Opportunity, Affirmative Action Employer

Benefit Eligibility:

Benefit eligibility may vary by position.

Candidate Privacy Information:

Aetna takes our candidate's data privacy seriously. At no time will any Aetna recruiter or employee request any financial or personal information (Social Security Number, Credit card information for direct deposit, etc.) from you via e-mail. Any requests for information will be discussed prior and will be conducted through a secure website provided by the recruiter. Should you be asked for such information, please notify us immediately.

#LI-DT1",http://www.indeed.com/rc/clk?jk=1c32a8dc23b0a24a&fccid=7077d7e88049c02a&vjs=3
Data Engineer,W.L. Gore,"Elkton, MD 21921",,"Responsibilities
About Us: Gore is a materials science company focused on improving lives through discovery, product innovation and rewarding careers for our Associates. Learn More.
About the Industry: At Gore, our global support teams bring together extensive knowledge and collaborate closely to support our diverse portfolio of products that solve complex problems and perform in the most demanding environments. Learn more about Gore products.
About the Role: Our HR Analytics team in the US is looking for a Data Engineer who will help enable data analysis and insights on our most important asset across the Enterprise – our people. You will work with this virtual team to ensure optimal data flows across different systems and data sources to ensure easy access to the data. For the right candidate, we would also consider a remote work arrangement.
Responsibilities:
Building data models/flows and integration from different sources of people data
Preparing data to be easily accessed for visualization tools such as Cognos
Partnering with IT to design and build environments for HR Analytics team that allow for more self-service solutions
Translating reporting tool requirements to improvements in database design and data models
Using IT Analytics standard work processes (SWP) for demand requests and change management
Creating and maintaining optimal data pipeline architecture (partner with Enterprise Architecture)
Partnering with Business Analyst to build analytics tools that utilize the data pipeline to provide actionable insights into HR operations and performance metrics
Identifying, designing, and implementing internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc
Working with data and analytics experts to strive for greater functionality in our data systems
Partnering with security and data privacy as needed to secure and protect sensitive people data
Qualifications
Required Qualifications:
Minimum 5 years of experience using BI User reporting and analysis tools including Cognos OR a Bachelors or Masters’ degree in Analytics, Data Science or related field
Prior experience using business intelligence tools such as Cognos / PowerBI / Tableau
Demonstrated experience manipulating, processing and extracting value from unstructured and/or disconnected datasets
Advanced working knowledge of SQL and experience with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases
Working knowledge of Oracle and AWS data store and compute technologies such as S3, EC2, RDS, RedShift
Knowledge and experience applying ETL process and using ETL tools
Strong analytic skills with a basic understanding of analytical tools (e.g. SAS, JMP, R, Python) and modeling concepts (descriptive, diagnostic, predictive and prescriptive)
Excellent communication skills and ability to understand the end user questions and translate to appropriate data needed to answer those questions
Desired Qualifications:
Experience with Python/Jupyter notebooks and data prep tools such as Alteryx Designer or similar
Experience working with and producing analytics outcomes with IP sensitive and PII classified data
Advanced knowledge of Cognos including Report Studio, Framework Manager, Data Modules, Dashboarding
What We Offer: At Gore, we offer comprehensive, competitive rewards in the form of compensation and benefits. Among these are work-life balance and sports programs, 401(k) Plan with a gift, Associate Stock Ownership Plan, Health & Well-being program with full health plan, and a flexible working program. Within Gore, you will find a unique culture, diversity, equity, and inclusion initiatives, and opportunities for growth and development.
Learn more about: benefits, diversity, and growth & development.
We believe in the strength of a diverse workforce and inclusive work environment. In support of our values and continued success we are proud of Associates around the world who support an inclusive work environment, strive to reflect the diversity of the communities where we operate, and ensure all Associates and external partners are treated with fairness, dignity, and respect.
Gore is committed to a drug-free workplace. All employment is contingent upon successful completion of drug and background screening.
Gore requires all applicants to be eligible to work within the U.S. Gore generally will not sponsor visas unless otherwise noted on the position description.
Gore is a M/F, Disabled and Vet EEO/AA employer. (Applies to all positions in the U.S.)
gore.com/change-life
Our Talent Acquisition Team will be pleased to answer your questions via contact us.",http://www.indeed.com/rc/clk?jk=b7a128457f360459&fccid=d91ab1f015016afc&vjs=3
Data Engineer III,Inland Empire Health Plans,"Rancho Cucamonga, CA 91730",,"Position Summary/Position

Under the direction of the Data Warehouse Manager, the Data Engineer III manages the design, planning and development of Data Warehouse solutions. This role leads the ETL development, design and create procedures to acquire, harmonize, and consolidate the IEHP data assets. the Data Engineer III is expected to lead by example. The Data Engineer III leads and mentors coding activities throughout all aspects of the data warehouse function to produce efficient and high quality solutions. Major Functions (Duties and Responsibilities)

1. Design, develop and lead data warehouse Extraction, Transformation and Loading (ETL) solutions using Microsoft SQL Server Integration Services (SSIS)
2. Lead, design, develop and implement data collection processes in conjunction with the data warehouse. Source data from HSP and legacy systems supporting a centralized data warehouse and reporting platform.
3. Lead, design and implement technical solutions to meet the requirements for Data Science and Data Warehouse
4. Analyze user requirements and translate into database requirements and implement in database code
5. Manage and enforce standards on data modeling, data profiling, database design and metadata management
6. Lead and mentor tuning activities throughout all aspects of the data warehouse function to produce efficient and high quality solutions
7. Proactively design and build process to prevent potential data quality issues
8. Work closely with Data Warehouse Architect and Informatics Architect to design data and analytics solutions to increase the usability, completeness, and accuracy of enterprise data
9. Create, maintain and optimize SQL queries and routines
10. Develop, adopt, and enforce Data Warehouse and ETL standards and architecture
11. Monitor and support ETL processes ensuring integrity and proper integration of all data sources
12. Create high throughput historical and incremental ETL jobs
13. Facilitate change control, problem management, and communication among data architects, managers, informaticsts and analysts
14. Provide detailed analysis of data issues; data mapping; and the process for automation and enhancement of data quality
15. Perform development activities such as Source to target mapping validations, identify, document and execute unit test cases/scripts, peer and lead code reviews per code review checklist and document test and review results.
16. Collaborate and contribute to data integration strategies and visions
17. Ensure that all deliverables are thoroughly documented in Data Warehouse and ETL knowledge base documents
18. Provide ongoing proactive technical support for ETL and data warehouse system to ensure business continuity
19. Work with Informaticsts and Analysts to translate analytic requirements into technical solutions. Experience Qualifications

Five (5) years experience performing data warehouse development, modification and support. Three (3) years with SQL Server – SSIS. Five (5) years experience with knowledge of data warehouse technical architectures, ETL, data structures, and reporting tools and environments. Experience in code development, testing for QA, and data profiling. Must be able to perform SQL queries tuning activities. Experience in normalized, dimensional, star schema and snow flake schematic models. Experience and knowledge in logical, rational, dimensional, and physical data modeling. Experience working in a team-oriented, collaborative environment. Background in database systems. Education Qualifications

Bachelor's of Science degree from an accredited institution required. Preferred Education

Master’s of Science degree from an accredited institution preferred. Knowledge Requirement

An understanding of healthcare systems and healthcare databases desirable. Strong understanding of database structures, theories, principles, and practices. Knowledge of professional software engineering practices and best practices for the full software development life cycle (SDLC), including coding standards, code reviews, source control management, build processes, testing, and operations. Strong knowledge of SQL. Multi-server environment knowledge such as linked servers, data replication, backup/restore with MS SQL Server 2008+. Highly skilled in developing and optimizing T-SQL (DDL, DML, DCL) queries, stored procedures, functions, and views for various applications that involve numerous database tables and complex business logic. Knowledge of applicable data privacy practices and laws. Abilities Requirement

Ability to effectively prioritize and execute tasks in a high-pressure environment. Highly self motivated and directed. Keen attention to detail. Commitment to Team Culture

The IEHP Team environment requires a Team Member to participate in the IEHP Team Culture. A Team Member demonstrates support of the Culture by developing professional and effective working relationships that include elements of respect and cooperation with Team Members, Members and associates outside of our organization.

Starting Salary: $98,612.00 - $125,777.00
Pay rate will commensurate with experience

Inland Empire Health Plan (IEHP) is the largest not-for-profit Medi-Cal and Medicare health plan in the Inland Empire. We are also one of the largest employers in the region. With a provider network of more than 6,000 and a team of more than 2,000 employees, IEHP provides quality, accessible healthcare services to more than 1.2 million members. And our mission and core values help guide us in the development of innovative programs and the creation of an award winning workplace. As the healthcare landscape is transformed, we’re ready to make a difference today and in the years to come. Join our Team and Make a Difference with us! IEHP offers a Competitive salary and a benefit package with a value estimated at 35% of the annual salary, including medical, dental, vision, team bonus, and retirement plan.",http://www.indeed.com/rc/clk?jk=cafc77437aa2adf5&fccid=f23cfaf12528dbd0&vjs=3
Data Engineer,B12,New York State,,"Data Engineering at B12

B12's engineering team views software as a craft, but improving the world as the reason to practice it. Our engineers are responsible for prioritizing, conceptualizing, co-designing, building, testing, and engaging users for any concept we are building out. We're generalists in encouraging each other to experience the full stack, but we're also aware of each other's preferences in the stack. We mentor and teach where we can, both inside and outside of the company.

We value sharing our work with the outside world. Our team has published papers on forming expert flash teams and machine-mediated worker hierarchies. We've baked our research into Orchestra, the system that coordinates our expert and machine teams, and released Orchestra into open source to contribute our software back to the community.

We're looking for a Data Engineer to help us answer critical questions our business faces while improving our data systems and architecture to support greater variety, volume, and velocity of data and data sources. We hope our engineers have more longevity than any one tool we use, but here is a sampling of our current thoughts about technology:

We build our product on Python/Django and JavaScript/React.
We store blobs in Amazon's S3, munch on them in Amazon's EC2, develop in Docker, and deploy containers to Amazon's Elastic Beanstalk.
We believe Postgres should be the first system you consider when you think about persisting structured data.
We religiously clean and centralize data in Amazon's Redshift, and are able to answer most any question in SQL. We recently wrote our 1000th query in Metabase!
Before building complex statistical machine learning models, we build simple ones we can understand. Rarely, we build complex models.
We have near-full test coverage on the backend, and are making progress on our frontend and integration tests.
We set up continuous integration and deployment because, while this model comes with its own pains, we've disliked being on fixed release schedules on previous projects.
We like to move fast and support point-in-time recovery :).
As a Data Engineer, you will
Collaborate with operational teams including sales, marketing, and customer success.
Contribute to infrastructure that enables and informs B12's analytical efforts.
Write SQL queries and reusable views that enable various analyses including funnel, retention, and performance reporting.
Use Python to clean data, send it to various systems including our data warehouse and operational services, and perform feature engineering to power the creation of predictive models.
Build rules-based models and statistical machine learning models in Python using packages like scikit-learn.
You'd be a good fit if
You are fluent in SQL and Python.
You have experience building and using data infrastructure, including systems like Postgres and Redshift.
You've used reporting tools like Metabase, Tableau, or Looker in the past.
You know that no dataset is ever pristine, but love to interrogate, structure, and clean data.
You've contributed to extract-transform-load pipelines to collect data from disparate sources and centralize them in a data warehouse.
You feel comfortable managing your time and deciding amongst competing priorities.
You have worked with non-engineering teams and are comfortable explaining technical solutions to them.
You are passionate about the future of work.
You enjoy learning and teaching.
You have strong written and verbal communication skills in English.
You care about and want to contribute to our mission of helping people do meaningful work.
Don't fear
We don't have a minimum number of years of experience for this role. We highly favor talent and interest.
Some candidates may see this list and feel discouraged because they don't match all the items. Please apply anyway: there's a good chance you're more wonderful than you think you are.
B12 is a safe place for human beings. We are dedicated to building a diverse and inclusive team with a wide range of backgrounds and experiences, each helping us understand our customers better, and strengthen our team. We particularly encourage you to apply if you identify as a woman, are a person of color or other underrepresented minority, or are a member of the LGBTQIA community.
How to apply

Please provide:

A pointer to your CV, resume, LinkedIn profile, or any other summary of your career so far.
Some informal text introducing yourself and what you are excited about.
If you have a profile on websites like GitHub or other repositories of open source software, you can provide that as well. If you don't have one, it's still very possible for us to get along just fine!",http://www.indeed.com/rc/clk?jk=3e849de7150b299b&fccid=9f14318c7a12f807&vjs=3
Junior Data Engineer,Ipsos North America,"Culver City, CA",,"About Ipsos

Ipsos is the world’s third largest market research company, present in 90 markets and employing more than 18,000 people. Our passionately curious research professionals, analysts and scientists have built unique multi-specialist capabilities that provide true understanding and powerful insights into the actions, opinions and motivations of citizens, consumers, patients, customers or employees. We serve more than 5000 clients across the world with 75 business solutions.

Founded in France in 1975, Ipsos is listed on the Euronext Paris since July 1st, 1999. The company is part of the SBF 120 and the Mid-60 index and is eligible for the Deferred Settlement Service (SRD).

ISIN code FR0000073298, Reuters ISOS.PA, Bloomberg IPS:FP www.ipsos.com

Junior Data Engineer

Location: Culver City, Los Angeles California

Division: Global Science Organization (GSO), Data Science & AI Lab

The Data Science & AI Lab of the Ipsos GSO is a uniquely positioned group within Ipsos. We serve as the global R&D capability bridging data science with market research offerings. The team develops analytic tools, builds data science models for pilot studies and internal stakeholder analytics innovations, and consults on a broad range of data and research best practices. Working in a collaborative and supportive environment, we seek to expand what is possible in market research with data science.

We’re looking for someone with a deep interest in technology, cloud services, and data and the dedication to apply that passion. We need someone that possesses the technical ability to write production-level code and deploy data science pipelines and tools for a diverse set of applications. The developer in this role will help the team build full-stack data offerings and scale them to the cloud. The position calls for an observant attention to detail, the ability to work well on a small team, and a self-starter approach to problem-solving and debugging.


As a Data Engineer, you will:

Work closely with team members on design of large-scale modeling efforts, contributing to cloud pipelines, including the containerization of current tools
Collaborate on engineering new data science products by translating needs identified with stakeholders into analytic frameworks that can be built into polished user-facing tools
Build, maintain, and enhance existing codebases
Synthesize tech innovations and cloud scalability to elevate business value for clients, both current and prospective
Validate, test, and maintain staging and production analytics environments in the cloud for data science teams globally
Provide consulting for internal teams and clients on data architectures and schemas, data hygiene, and areas for improving process efficiency


Requirements:

High proficiency writing Python and JavaScript (preferably React), including the ability to produce and maintain reusable and modular codebases
Bachelor’s degree
Desire to work in a highly collaborative, fun, consensus-oriented environment.
Attentive learner with excellent time-management skills
Experience with deploying data models and processes in the cloud (e.g. GCP, AWS).


Pluses:

Experience with Linux server and system administration.
Working knowledge of SQL and experience with database design and administration.
Experience in analytics, extracting and surfacing value from quantitative data.
Professional or academic experience with modern techniques and algorithms in machine learning and statistical computing (e.g. deep learning).
Experience with collaboration tools (e.g. Atlassian suite) and version control systems (e.g. Git).
Large dataset manipulation. Experience in distributed storage and computing.
Experience with ReactJS, TypeScript/JavaScript, visualization libraries (e.g. d3.js).
Experience creating and deploying web apps (e.g. Electron).
Advanced degree (M.S., Ph.D.), but not required.
Experience in the field of Market Research

Ipsos is An Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or any other protected class and will not be discriminated against on the basis of disability. For all future offer negotiations – please target April 6th or after for their start date.
Required Skills

Required Experience",http://www.indeed.com/rc/clk?jk=f608d77bb3256958&fccid=d73294b71d7f0354&vjs=3
Data Engineer Intern,Plansource,"Orlando, FL 32801",,"Summary:
PlanSource is a high-growth software company headquartered in Orlando, Florida, with offices in Salt Lake City, Minneapolis, Grand Rapids MI, and Charleston SC. We are looking to provide college students with an internship opportunity to gain real-world experience in developing, deploying, and maintaining data pipelines and enterprise data sets while receiving mentorship from highly experienced industry professionals.
PlanSource is part of the Vista Equity Partners portfolio of companies. Together, we are working to reinvent the employee benefits administration landscape. Our talented associates benefit from this partnership through increased capital for strategic investments, access to exceptional toolkits, best practices and resources for success, and strong cultural and value alignment focused on talent development and growth.
This is your time to shine. Our Data Engineer interns are considered full-time employees by their peers-in fact, in our collaborative culture, you find plenty of opportunities to make impactful contributions to our Development Team. Under the supervision of our staff, the Associate Data Engineer Intern can expect to support engineering and data science teams on our data initiatives, ensuring data is accurate and reliable and that pipelines are running regularly. You should be self-motivated and comfortable supporting the needs of multiple teams, systems, and products.
About You:
This is an ideal opportunity for someone who wants to learn our data engineering process from early concept to deployment, and to expand and optimize data and data pipeline architecture, data flow, and data collection for cross-functional teams. We foster an environment that empowers small teams to collaboratively set the direction of our solutions.
In addition, you’ll need the following:
Enrolled in junior year or higher at a college/university
Working towards a BS in a quantitative discipline such as statistics, mathematics, engineering, computer science, or physics
Strong problem-solving and communication skills
Some experience with SQL and at least one programming language
Some experience with Unix-like operating systems
A desire to take ambiguous problems and see them through to the finish line
It would be cool if you were/had:
Some experience with Python
Some experience with or understanding of the AWS tech stack
Organized and detail oriented. You have time management down to a science, great follow through on tasks, and superior organizational skills.
You pursue insights that provide thoughtful answers to complex problems.
Innovative and resourceful, you are constantly looking for ways to improve upon things.
Our collaborative environment fosters a supportive team dynamic based on continual feedback.
What We Offer:
The opportunity to work for a fast growing, established technology company, but work side-by-side with a small, dynamic team of talented professionals.
Fast-paced environment with big goals and the opportunity to make a big impact (no bureaucracy).
An awesome work environment for creative professionals.
Top ten reasons to come to PlanSource:
#10: Join the Vista Family. In March 2019, Vista Equity Partners acquired PlanSource, marking a new phase a growth. Vista’s portfolio of technology and software companies collectively make up the 4th largest software ecosystem in the world with “intraportfolio” career advancement opportunities and have structures in place to leverage shared learnings from across the ecosystem.
#9: We are on a roll. Be part of a winning team – Thousands of employers and millions of consumers use the PlanSource Platform for benefits shopping, enrollment, billing and ongoing administration.
#8: Success is rewarded. With more than just a pat on the back, your success is recognized and rewarded. We take care of our employees in every way we can, with comprehensive benefits, cool perks, fun offices … and no-holds-barred Nerf wars.
#7: You can grow and develop professionally. PlanSource has a great track record of internal promotions and also filling open positions within the company.
#6: We give you the support you need. Different departments support you and provide you with the access and tools you need to succeed.
#5: Our business model is strong. With a leveraged sales model, our network of partners helps the organization succeed.
#4: Strong partnerships fuel your success. National partnerships with leading insurance carriers such as Aflac, Cigna, Guardian, MetLife, Guardian and Unum provide a competitive advantage and added credibility.
#3: The benefits industry is on fire. Legislation including the ACA has created an urgent and pervasive need in the marketplace for our technology.
#2: PlanSource has the right product. Show off our sophisticated cloud-based technology that meets the needs of even the most complex benefit programs.
#1: PlanSource is the right company. Join an up-and-coming high-growth technology company that is well funded and values its employees and their families.",http://www.indeed.com/rc/clk?jk=54188df2f0524bd9&fccid=9b686e279ed2aaea&vjs=3
Sr. Cloud Data Engineer,Phyton Advisors,"Austin, TX 78701",,"As a data engineer, you will be working on a number of high-profile projects that will require you to collaborate with key partners and develop data solutions that enable insights into our clients through an evolving data architecture and drive our next generation data platform.
The role is key in designing and building out scalable data infrastructure and pipelines to enable the organization to gain value out of data quickly and efficiently.
You will work with software developers, data architects, data analysts, and data scientists to solve complex business problems.
As a data engineer, you will be able to transform data warehousing processes, modernize data integration to Snowflake platform, build out modern streaming architectures, and enable advanced analytics capabilities for event driven insights.",http://www.indeed.com/rc/clk?jk=2bae156057875433&fccid=2fb208a1dacd8d3c&vjs=3
Data Engineer Data Operations,"Cotiviti, Inc.",Remote,,"The Data Engineer will work with product and technical teams to understand the business requirements and build scalable and sustainable enterprise reporting solutions.
Principal Responsibilities and Essential Duties:
Bring customer centric focus to our Internal Benchmarking platform
Work with product and technical teams to understand the business requirements and build scalable and sustainable enterprise reporting solutions
Demonstrate through proof of concepts and present them to stakeholders. Formulate and provide recommendations.
Develop, construct, test and maintain Data Architecture for Business Intelligence Solutions
Develop complex, interdependent Data Load Processes, and managing execution of those plans
Identify opportunities for Process Automation using ETL tools like Streamsets, SSIS, Python ETL Framework, etc.
Analyze large and complex datasets using SQL queries and Business Intelligence tools like Tableau to provide actionable insights
Mentor, develop and train team members on various aspects of Data Architecture Implementation
Work as a team member in creation and maintenance of ETL scripts, tools, queries and applications used for data management, data validation, and program validation.
Manage Oracle or SQL Server databases hosting large and complex datasets in Healthcare domain
Program per data transformation specifications to convert source data to be loaded into target data warehouse tables using T-SQL and other Data Integration/ETL tools.
Review & test the data to ensure accuracy & validity of the data prior to uploading the data to the warehouse

Requirements:
Experience developing product/solutions using MS SQL Server, SSIS and SSRS
Knowledge of dimensional modelling and experience building reports in MicroStrategy (9.3.1 or above) or any other BI reporting tool (Tableau)
Experience working with large and complex datasets
Extensive knowledge in relational database design
Experience with data aggregation, standardization, linking, quality check mechanisms, and reporting.
Experience with RDBMS (SQL, Oracle, SQL, Vertica, etc.) and using T-SQL or other data integration/ETL tools.
3-5 years experience in the Analysis, design and development of solutions and strategies for creating extraction, transformation and loading (ETL) and real-time applications.
Excellent written and verbal communication skills, with the ability to multitask and prioritize projects to meet scheduled deadlines.
Ability to work well independently or in a team environment.
Bachelor’s degree required. Masters preferred.
Familiarity with Agile methodologies preferred.
Critical thinker with strong analytical and problem solving skills
#LI-ME1
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",http://www.indeed.com/rc/clk?jk=55cdbe0a77d41333&fccid=ee24dd71b9bf38cc&vjs=3
Application Security Engineer,JANUS Research Group,"Austin, TX",,"JANUS is seeking a talented Application Security Engineer to support the Army Futures Command (AFC) Modernization Application and Data Environment (MADE) program. This position allows for remote work, however, you must be able to travel to the client site in Austin, Texas if needed.
As a Application Security Engineer, you will use cutting edge cloud and data technologies to power the mission of our clients and have the ability to join our team of Data and Cloud professionals and accomplish what others only dream of.
Mandatory Requirement
The ability to hold a U.S. Department of Defense Secret Security Clearance is required.

Experience and Education
Participates as a core member of DevSecOps teams by performing security audits, risk analysis, application-level vulnerability testing, and security code reviews as well as developing and implementing solutions to mitigate new attack vectors.
Individuals must have experience serving as the security engineer of complex technology implementations in an end user-centric environment.
Comfortable with bridging the gap between legacy development or operations teams and working toward a shared culture and vision.
Works tirelessly to ensure help developers create the most secure systems in the world while enhancing the privacy of all system users.
Experience with white-hat hacking and fundamental computer science concepts strongly desired.
Requires an Associate’s degree in Computer Science, Information Systems, Engineering, or other Scientific/Technical discipline and 4 years of related application security engineer work experience.
Must meet IAT-II requirements as specified in DoD 8570.01-M.

Benefits and unique perks offered, but not limited to:
Medical, Dental, and Vision Insurance
Flexible Spending Accounts (FSA)
401(k) Matching Program
10 Paid Holidays
Paid Time Off (PTO)
Short-Term and Long-Term Disability
Basic and Voluntary Life Insurance
Education Assistance Program
Award Incentive Programs: Leader of the Year, Employee of the Quarter, Energy Award
Scholarship Award Program
Referral Incentive Program
Employee Longevity Recognition

JANUS Research Group provides reasonable accommodation so that qualified applicants with a disability may participate in the selection process. Please advise us of any accommodations you request in order to express interest in a position by e-mailing:
Judy Pagac
Director of Human Resources
judy.pagac@janusresearch.com

(706) 364-9100
Please state your request for assistance in your message. Only reasonable accommodation requests related to applying for a specific position within JANUS Research Group will be reviewed at the e-mail address and phone number supplied. Thank you for considering a career with JANUS Research Group.
Janus Research Group participates in the Electronic Employment Verification Program. Please click the E-Verify link below for more information.",http://www.indeed.com/rc/clk?jk=e6cfb3f32627f17a&fccid=193ab4ce9271c767&vjs=3
BI Engineer,MedeAnalytics,United States,,"Required skills

Strong knowledge and hands-on experience with SQL (it could be ANSI SQL, T-SQL, Oracle, etc.)
Proficient in ETL and hands-on experience with one of the ETL tools (like SSIS, Kettle or Talend).
Knowledge and experience with MS SQL Server or Oracle/MySQL/Postgress

As a plus

Being able to construct and troubleshoot very complex queries and handling big data (Data transfer, import/export, storage, performance and security) is highly desired
Experience in MS Analysis Services is highly desired
Experience in Data Migration from database and data warehouse application to Vertica
SaaS or cloud software development experience
Experience with Linux as a plus
Knowledge with Vertica, MongoDB and Hadoop a big plus
Experience in Scrum methodology
Ability to work effectively in a team.
Technical degree (Bachelors of Science, Computer Science or equivalent) strongly desired

We offer

Friendly team and enjoyable working environment.
Opportunity for self-realization. Career and professional growth.
Competitive compensation based on your qualifications, experience and skills
Paid sick leave and vacations
English classes with a certified English teacher.
Office in a comfortable business center, located near a subway station.
Official journeys abroad with expenses reimbursement.
Flexible working hours
Company-owned gym and shower
Convenient parking near the office building
Room for bicycle parking
Corporate events and meetings
Large recreation area
Not an open space office

Responsibilities

Development and maintaining systems that leverage big data and traditional BI technologies
Responsible for the setup, creation and support of MS SQL, Vertica, MongoDB, Hadoop and Mondrian databases.
Work with the product owners and business analysts in analyzing business requirements and design and implement database structures and fine tune performance to meet those requirements.
Work on engineering the Company data platform for scale, performance, and rock-solid reliability.
Work with engineering and product teams distributed across multiple locations.
Participate in establishing processes and best practices around development standards, version control, quality control, deployment, maintenance and change management

Project description

The big data engineer will work closely with the product managers and developers to create and maintain the big data systems for large scale, high performance, and rock-solid reliability.
This is a hands-on position that will require performing system development and maintenance activities for the exciting and dynamic medical fields.",http://www.indeed.com/rc/clk?jk=5d619ea430a52b2d&fccid=e0da9fa1dc69faed&vjs=3
Data Engineer,Charles Schwab Inc.,"Westlake, TX 76262",,"Your Opportunity:
Do you want to be part of a Data Warehouse team handling over 120 terabytes of data and building the next generation analytics platform for a leading financial firm with over $2.5 trillion in assets under management? At Schwab, the Global Data Technology (GDT) organization governs the strategy and implementation of the enterprise data warehouse and emerging data platforms. We help Marketing, Finance and executive leadership make fact-based decisions by integrating and analyzing data.
We are looking for a data engineer who has passion for data integration technologies and comes with data warehousing background. Someone who has experience in designing and coding ETL and one who wants to be part of a team that is actively delivering projects in Teradata, Big Data and working towards migrating to cloud technology.
What youâre good at:
You will be an ETL developer working with a large team that includes onshore and offshore developers using best-in-class technologies including Teradata, Informatica and Hadoop. You'll be responsible for the design, development and implementation of enterprise data integration solutions. You’ll have the opportunity to grow in responsibility, work on exciting and challenging projects, train on emerging technologies and work with other Developers to set the future of the Data Warehouse. Your detailed duties would include:
Creating/updating ETL specifications and supporting documentation
Developing ETL logic utilizing Informatica workflows, scripting and load utilities
Building and maintaining code for big data ingestion using Talend, Scoop, Hive etc
Implementing data flow scripts using Unix /Sqoop / Hive QL / Pig scripting
Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms
Developing and executing quality assurance and test scripts
Work with business analysts to understand business requirements and use cases
Problem solving and fixing technical issues
Working with technical lead and offshore development teams to ensure proper and efficient implementation of requirements
What you have:
Demonstrated development experience with enterprise ETL tools such as Informatica , Talend etc. (> 2 years)
Experience in Data Warehousing / Information Management (> 2 years)
Familiarity with data modeling (logical and/or physical) preferred (> 2 years)
Hands-on experience with Hadoop, MapReduce, Hive, SPARK and/or Teradata (At least 2 years)
Strong SQL experience with the ability to develop, tune and debug complex SQL applications is required
Experience with change data capture tool (CDC) preferred such as Attunity
Experience with scheduling tools (eg. Control M, ESP)
Familiarity with scripting / programming such as UNIX, Java, Python, Scala etc.
Validated experience in working in large environments such as RDBMS, EDW, NoSQL, etc. is preferred
Experience collaborating with business and technology partners and offshore development teams
Good interpersonal, analytical, problem-solving and organizational skills
Excellent written/verbal communication skills
Strong knowledge of MS Office suite and Visio Drawing tool along with general familiarity with Outlook and other MS Office applications is also required",http://www.indeed.com/rc/clk?jk=9453174c93cf8142&fccid=3c74eafe288fc8ca&vjs=3
Data Engineer IV,Capital Group,"Los Angeles, CA 90071",,Data Engineer IV,http://www.indeed.com/rc/clk?jk=877f0e896f8d896c&fccid=04c4d5d87ff27beb&vjs=3
